_id,title,address,description,link_url,indoor_outdoor,tags,longitude,latitude
1321,Scarboro Village Plaza Mural,3300 Midland Avenue,"The Scarboro Village Plaza includes a rich array of independent businesses and franchises including salons and restaurants. The mural portrays the changing cultural demographics in the surrounding Milliken neighbourhood depicting an early market when the area's population was mostly European immigrants alongside contemporary Asian markets. It was painted by artists Ian Jones, Larry Mar and William Lazos.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc11&title=Scarboro-Village-Plaza-Mural-(2004)&stop=12,Outdoors,"scarboro,mural,village,neighbourhood,salons,cultural,artists,restaurants,depicting,painted",-79.28875071,43.80623507
1322,Ontario Chinese Art Association,Unit 102 - 3838 Midland Avenue,"The Ontario Chinese Art Association (OCAA) is a non-profit organization that formed in 1979 to provide a platform for Chinese artists to connect and promote local and international artists and exhibitions. Originally located on Beverley Street in downtown Toronto, the OCAA moved to Scarborough as the Chinese population increased in the area. With over 300 members, the OCAA is an active organization that hosts exhibitions, seminars, art classes, members' art shows and gallery rentals.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc11&title=Ontario-Chinese-Art-Association&stop=11,Outdoors,"ocaa,ontario,chinese,exhibitions,artists,association,toronto,art,organization,scarborough",-79.2952774,43.81932988
1323,Scarborough Chinese Baptist Church,3223 Kennedy Road,"The Scarborough Chinese Baptist Church is a striking building, designed by Teeple Architects, with a large fluid structure and sweeping roof. The building includes a sanctuary that seats 1,600 people, multistorey Fellowship Hall, chapel, community spaces, gymnasium and library. The Toronto Chinese Baptist Church began with the first Chinese speaking worship service in 1967 in downtown Toronto's Chinatown. Due to the expanding Hong Kong Chinese community in Scarborough, another church was founded in 1987 on Birchmount Road. The congregation continued to grow until this structure was built in 2007 to service a multicultural and multilingual congregation.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc11&title=Scarborough-Chinese-Baptist-Church&stop=8,Indoors,"scarborough,church,congregation,chinatown,chapel,toronto,baptist,chinese,sanctuary,downtown",-79.30140311,43.81630503
1324,Splendid China Mall,4675 Steeles Avenue East,"Splendid China Mall is a Chinese-themed shopping centre that opened in 2007. With over 90,000 square feet of space and more than 150 stores across two floors, this large mall has a blocky exterior and is painted in beige and dark orange colours. Alongside numerous shops and eateries, the mall's indoor main stage has hosted numerous celebrations for festivals and holidays as well as several Chinese celebrity concerts. ",,Unknown,"mall,shops,shopping,chinese,china,stores,square,concerts,indoor,festivals",-79.30334489,43.82452893
1325,Best and Banting Public School,380 Goldhawk Trail,"Located near Steeles Avenue and McCowan Road, Best and Banting Public School is one of the Toronto District School Board's most northern schools. It was named after the Canadians, Dr. Frederick Banting and Dr. Charles Best, who discovered insulin at the University of Toronto in 1921.",,Unknown,"schools,toronto,banting,insulin,school,frederick,located,university,canadians,avenue",-79.27923084,43.82699298
1326,Goldhawk Park,250 Goldhawk Trail,"This 9.3-hectare park features three ball diamonds, a multipurpose sports field, two children's playgrounds, basketball court, as well as the Toronto Public Library's Goldhawk Branch right around the corner.",https://www.toronto.ca/data/parks/prd/facilities/complex/1461/index.html,Outdoors,"park,playgrounds,ball,diamonds,toronto,sports,goldhawk,basketball,field,corner",-79.28168619,43.82373017
1327,Milliken Park,5555 Steeles Avenue East,"This 32-hectare park opened in 1993 and is home to many different birds, such as trumpeter swans and great blue herons. Other wonderful sights and facilities include the dozens of bike trails, ponds, landscaped gardens, picnic sites, playgrounds, and even a splash pad. The park is also one of the sites where the City of Toronto has hosted fireworks shows for past Canada Day celebrations.",https://www.toronto.ca/data/parks/prd/facilities/complex/1088/index.html,Outdoors,"fireworks,toronto,park,gardens,celebrations,playgrounds,birds,picnic,swans,ponds",-79.27101642,43.82911395
1328,Gursikh Sabha Canada,905 Middlefield Road,"Gursikh Sabha Canada is one of the only gurdwaras in Toronto. A gurdwara is a place of worship for Sikhs, about 180,000 of which live in Canada, and Gursikh Sabha Canada has served the community in Toronto for many decades. They offer free meals to all visitors and operate a school on Sunday to teach children language, religion, and music.",,Unknown,"gurdwaras,gurdwara,sikhs,gursikh,sabha,toronto,canada,worship,place,visitors",-79.26542079,43.82856156
1329,Armadale Free Methodist Church,400 Passmore Avenue,"Built in 1880, Armadale Free Methodist Church is the oldest Free Methodist Church in Canada. This small and simple white-painted church was largely built by volunteers and has retained most of its original structure. The pews and wood finish are originals and the woodwork is an authentic example of decorative graining, a finish made by stroking a type of curry comb through a thick layer of varnish. The church currently shares its space with the Tamil Church of Toronto and offers services in English and Tamil.",,Indoors,"methodist,church,armadale,woodwork,decorative,wood,built,toronto,oldest,1880",-79.25800927,43.8293105
1330,Underwood House,5933 Steeles Avenue East,"*Note: Private property. Please observe the house from the sidewalk only. Completed in 1891, the Underwood House is a designated property of historical, heritage, and architectural value. Named after the first owner, Richard Underwood, the building's heritage attributes are found on its exterior and has a prevalent nineteenth century design that stems from the expansion of the Ontario cottage style. Rising one and a half storeys from a stone foundation, the house has a running bond pattern of red brick. Decoration is limited to the lintels above the windows, which are painted to resemble label mouldings. It also has a simple porch that is shorter than usual and a single stack brick chimney that juts out of the roof.",,Indoors,"underwood,porch,decoration,sidewalk,house,building,storeys,architectural,property,1891",-79.25868053,43.83480704
1331,Ismaili Community Center and Jamatkhana,695 Middlefield Road,"The Ismaili Community Centre and Jamatkhana is one of the few gathering spaces for the Ismaili community in Scarborough. It is a wide building with a glass dome protruding out of its center and several arches frame the main entrance. Jamatkhanas are different from masjids as both secular and non-secular activities take place there and are specifically for Shia Ismaili Muslims, approximately 80,000 of which live in Canada.",,Indoors,"jamatkhanas,jamatkhana,ismaili,masjids,scarborough,shia,centre,muslims,building,place",-79.25954457,43.8169021
1332,Canada Sri Ayyappan Hindu Temple,635 Middlefield Road,"Canada Sri Ayyappan Hindu Temple has been serving the Hindu community in Toronto since the 1990s. The temple has a very noticeable and colourful tower (called a gopuram) that can be seen from the outside, and also includes space for a daycare and banquet facilities. As the first Ayyappan temple established in Canada, it is also known for its uniqueness where rituals are performed in par with Sabarimala and are performed by learned scholars from India and Sri Lanka.",,Unknown,"ayyappan,temple,gopuram,hindu,sabarimala,toronto,rituals,lanka,india,facilities",-79.25875229,43.81582647
1333,Creekside' Mural,277 Old Kingston Road,"The bright and beautiful mural, designed by Emily Harrison, assisted by Peter Rahul and painted with nine youth artists, is a permanent piece of public art created to welcome visitors entering south Scarborough from the east. The nature-themed mural design celebrates the flora and fauna for which the Highland Creek area is well known. The mural design was inspired by the research and art of a local intergenerational group who took part in Mural Routes' Step x Step: Intro to Mural Art program in 2014. It was created by Mural Routes as one of the Signature Projects of 2014 Cultural Hotspot.",https://www.toronto.ca/explore-enjoy/festivals-events/cultural-hotspot/cultural-hotspot-tours/cultural-hotspot-tour-detail?id=sc23&title=Creekside-Mural-or-Eastern-Gateway-Mural&stop=20,Outdoors,"mural,art,routes,highland,design,scarborough,artists,painted,creek,bright",-79.17179038,43.78241697
